,Id,Personal URL,Profile Cover Image Status,Profile Text Color R,Profile Text Color G,Profile Text Color B,Profile Page Color R,Profile Page Color G,Profile Page Color B,Profile Theme Color R,Profile Theme Color G,Profile Theme Color B,Is Profile View Size Customized?,Location Public Visibility,Profile Creation Month,Profile Creation Day,Profile Creation WeekDay,Profile Creation Hour,User Language,Num of Followers,Num of People Following,Num of Status Updates,Num of Direct Messages,Avg Daily Profile Visit Duration in seconds,Avg Daily Profile Clicks,Profile Image,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,-39600,-36000,-28800,-25200,-21600,-18000,-14400,-10800,-7200,0,3600,7200,10800,14400,16200,18000,19800,21600,25200,28800,32400,36000,37800,39600,46800,Not verified,Pending,Verified,business,celebrity,government,unknown,Num of Profile Likes
4228,RQD8IGAM4OQRKRQS,1,0,0.0,0.66,0.31,0.76,0.89,0.82,0.0,0.66,0.31,0,1,3,6,4,1,6,3.62746827245971,2.69284691927723,3.335858911319818,2.1492191126553797,1.4471580313422192,0.3010299956639812,RQD8IGAM4OQRKRQS.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.979548374704095
4230,1J1KM7QIEF8F21SN,1,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,9,29,0,21,6,4.348226955705248,0.9030899869919435,2.012837224705172,1.9242792860618816,1.4913616938342726,0.3010299956639812,1J1KM7QIEF8F21SN.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
4231,COI9OQR7QCN0EFSN,0,1,0.73,0.0,0.29,0.87,0.93,0.96,1.0,1.0,1.0,0,1,5,13,3,14,4,4.288249225571986,2.380211241711606,4.243831461981921,2.5809249756756194,1.6127838567197355,0.7781512503836436,COI9OQR7QCN0EFSN.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.220108088040055
4232,191FLC60G3FJDB9S,0,1,0.9,0.11,0.15,0.91,0.74,0.31,0.23,0.13,0.05,0,1,6,25,3,19,6,5.513454665469404,2.4800069429571505,4.038699623020623,2.9434945159061026,1.3979400086720377,0.47712125471966244,191FLC60G3FJDB9S.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.9258275746247424
4233,TIL95Q4MS1NQ6DML,1,1,0.0,0.6,0.6,0.94,0.94,0.94,0.07,0.08,0.09,0,0,5,10,1,3,18,4.764833430163149,1.3979400086720377,3.60916737430202,2.0453229787866576,1.6020599913279625,0.7781512503836436,TIL95Q4MS1NQ6DML.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.3010299956639812
4234,ML3M00M94O94C6BK,0,1,0.0,0.56,0.84,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,9,3,8,6,4.844526877563303,2.718501688867274,4.058008232715403,2.670245853074124,1.5440680443502757,0.3010299956639812,ML3M00M94O94C6BK.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.6001012556913907
4236,JSJGN90JRO0BT699,1,1,0.91,0.11,0.31,0.87,0.93,0.96,0.75,0.87,0.93,0,1,10,18,6,19,6,4.728848676824431,3.1818435879447726,4.5298408406753365,2.4668676203541096,1.2787536009528289,0.47712125471966244,JSJGN90JRO0BT699.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.8188854145940097
4238,4JBR33I9CINSTALB,0,1,0.42,0.5,0.06,0.63,0.85,0.88,0.42,0.5,0.06,0,1,3,3,1,5,6,4.312092690393716,3.4443571256560275,3.928856533581911,2.6532125137753435,1.380211241711606,0.6020599913279624,4JBR33I9CINSTALB.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.7707047682157793
4243,IJ1E5J888IJRGNKJ,0,1,0.0,0.57,1.0,0.75,0.87,0.93,0.0,0.0,0.0,0,1,4,23,3,4,6,4.86167178628338,1.5185139398778875,4.141073326267475,2.093421685162235,1.1760912590556813,0.8450980400142568,IJ1E5J888IJRGNKJ.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.570192561095726
4246,APKSBP9029CNHAM3,0,1,1.0,0.41,0.12,0.79,0.94,0.87,0.12,0.13,0.16,0,1,7,23,3,23,6,3.778151250383644,2.6364878963533656,3.3350565194390915,2.2068258760318495,1.3979400086720377,0.47712125471966244,APKSBP9029CNHAM3.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3.40705081480425
4249,FDL777QH4GG5914B,1,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,2,2,3,12,14,3.2518814545525276,0.6989700043360189,3.0806264869218056,1.8692317197309762,1.591064607026499,0.47712125471966244,FDL777QH4GG5914B.png,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.47712125471966244
4251,8NH0KQK12DB9S7SP,0,1,0.06,0.73,0.9,0.87,0.93,0.96,0.02,0.02,0.02,0,1,11,14,0,4,6,3.514282047860378,2.595496221825574,3.900093901543398,1.4471580313422192,1.5314789170422551,0.7781512503836436,8NH0KQK12DB9S7SP.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3.459392487759231
4252,D98O8P43SM2OAL6O,0,1,0.29,0.57,0.24,0.58,0.91,0.93,0.0,0.6,0.73,0,1,3,17,3,16,8,5.594559384654271,3.2440295890300215,4.409882424518243,3.3710678622717363,1.4313637641589874,0.47712125471966244,D98O8P43SM2OAL6O.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.561101383649056
4254,1S2IE4G8H5EAAT51,1,0,0.0,0.52,0.71,0.87,0.93,0.96,0.0,0.0,0.0,0,0,3,25,3,3,6,3.076276255404218,2.9956351945975497,3.622628426129325,1.6334684555795866,1.2041199826559248,0.47712125471966244,1S2IE4G8H5EAAT51.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.6981005456233897
4258,650FHR6HOBKD7O2P,1,1,0.0,0.52,0.71,0.87,0.93,0.96,0.75,0.87,0.93,0,1,1,17,3,14,6,4.325802908743613,1.4313637641589874,3.683677298818692,1.255272505103306,1.3222192947339193,0.3010299956639812,650FHR6HOBKD7O2P.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2.660865478003869
4259,967P95561SMIJS7N,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,1,9,14,0,12,6,4.947639546337027,1.4913616938342726,4.436273990326049,1.9822712330395684,1.3222192947339193,0.8450980400142568,967P95561SMIJS7N.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.6646419755561257
4260,5S9S6O28KCAATOH2,1,1,0.0,0.52,0.71,0.87,0.93,0.96,0.75,0.87,0.93,0,1,7,30,0,19,6,3.125481265700594,2.621176281775035,2.629409599102719,1.1760912590556813,1.414973347970818,0.6020599913279624,5S9S6O28KCAATOH2.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7781512503836436
4261,161TFQENSK8EK8KH,1,1,0.71,0.04,0.26,0.9,0.96,0.98,0.85,0.72,0.84,0,0,11,28,0,10,6,3.9636461864848433,1.9030899869919435,4.138839312414322,0.9030899869919435,1.5314789170422551,0.6989700043360189,161TFQENSK8EK8KH.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.1760912590556813
4263,GG3E7TF3QF5KMJP4,0,1,0.0,0.52,0.71,0.87,0.93,0.94,0.75,0.87,0.93,0,1,8,4,1,20,6,5.418281399513888,3.3008127941181167,4.073718350346122,2.4800069429571505,1.505149978319906,0.6020599913279624,GG3E7TF3QF5KMJP4.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.5138831856110926
4264,D2301573651GG3OJ,0,1,0.0,0.52,0.71,0.87,0.93,0.96,0.75,0.87,0.93,0,0,7,16,1,13,6,3.2405492482825995,2.5477747053878224,3.758987546867619,1.7634279935629373,1.4771212547196624,0.8450980400142568,D2301573651GG3OJ.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.020775488193558
4267,ED6KIARC63JST93F,1,0,0.26,0.69,0.16,0.87,0.93,0.94,0.26,0.69,0.16,0,0,4,22,3,16,6,3.3756636139608855,2.1903316981702914,3.3246939138617746,1.6720978579357175,1.3222192947339193,0.3010299956639812,ED6KIARC63JST93F.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.73559889969818
4268,60JCH51T0IEP7H7H,0,0,0.0,0.58,0.5,0.94,0.94,0.94,0.0,0.59,0.53,0,1,5,19,1,22,6,3.700790221374347,1.568201724066995,3.6743098889414774,1.792391689498254,1.041392685158225,0.9030899869919435,60JCH51T0IEP7H7H.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.245759355967277
4269,PNFM6CDLT2221SJH,1,1,0.19,0.6,0.74,0.87,0.93,0.96,0.75,0.87,0.93,0,1,12,18,3,20,6,3.153204900084284,2.7902851640332416,3.6877964113812944,1.3424226808222062,1.3424226808222062,0.47712125471966244,PNFM6CDLT2221SJH.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.8009231818132183
4271,C565O8JO4G3SIHGM,0,0,0.15,0.39,0.51,0.75,0.81,0.89,0.08,0.09,0.33,0,1,1,30,4,19,6,4.991035476091342,3.436639631692661,4.406948735950354,3.3624824747511743,1.505149978319906,0.6989700043360189,C565O8JO4G3SIHGM.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.875697761980208
4272,HO1JBSHN7EHC482H,0,1,0.0,0.52,0.71,0.87,0.93,0.96,0.75,0.87,0.93,0,1,7,12,6,23,8,6.173653539328313,2.4983105537896004,3.1746411926604483,3.218010042984363,1.6020599913279625,0.0,HO1JBSHN7EHC482H.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.847572659142112
4276,H5R27FGN4SLJ8RHB,0,0,0.0,0.71,0.94,0.94,0.87,0.94,0.0,0.71,0.94,0,1,7,3,1,19,6,5.418727088937287,3.55339751012388,4.235200076969275,3.3354579006893843,1.4913616938342726,0.6020599913279624,H5R27FGN4SLJ8RHB.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.851991747962157
4277,QRP0NQJSD50L62FT,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,20,4,11,6,5.609191940191294,2.307496037913213,1.8976270912904414,1.1139433523068367,1.0791812460476249,0.47712125471966244,QRP0NQJSD50L62FT.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.591064607026499
4280,KI4FBF54304NSOQO,0,0,0.8,0.0,0.0,0.87,0.93,0.96,0.8,0.0,0.0,0,1,1,12,1,18,10,3.7554174628109362,3.5298151966446305,3.844725627973226,2.5998830720736876,1.0,0.6020599913279624,KI4FBF54304NSOQO.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.312811826212088
4284,BN25O1Q6FJ6TD0P9,0,0,1.0,0.12,0.0,0.84,0.91,0.92,0.0,0.0,0.0,0,1,4,16,5,8,8,5.3414800291329945,2.1702617153949575,4.495946532723613,2.7209857441537393,1.3010299956639813,0.9030899869919435,BN25O1Q6FJ6TD0P9.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.2430380486862944
4285,CMPRRFPCQDEK9222,1,1,0.5,0.02,0.52,0.96,0.96,0.96,1.0,0.8,0.3,0,1,7,20,3,17,6,2.959994838328416,2.146128035678238,3.0755469613925306,1.4471580313422192,1.1760912590556813,0.47712125471966244,CMPRRFPCQDEK9222.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.7403626894942439
4288,AKF9O7R4BAO01NBF,1,1,0.0,0.52,0.71,0.87,0.93,0.96,1.0,1.0,1.0,0,1,12,20,0,6,6,5.262968138090902,2.3873898263387296,4.302806962741421,2.1492191126553797,1.4771212547196624,0.8450980400142568,AKF9O7R4BAO01NBF.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.662757831681574
4289,0O28CDJTSTB96I3C,1,0,1.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,8,6,11,6,3.800166990201364,1.6232492903979006,2.8369567370595505,1.1139433523068367,1.568201724066995,0.7781512503836436,0O28CDJTSTB96I3C.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.690196080028514
4291,H7RRAMLA3GJNAIIO,0,1,0.94,0.04,0.08,0.88,0.82,0.11,0.93,0.78,0.04,0,0,8,16,6,22,6,5.978659301201674,2.6893088591236203,3.5118833609788744,3.3354579006893843,1.4313637641589874,0.3010299956639812,H7RRAMLA3GJNAIIO.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.090258052931316
4294,2B4LSCGEM2OCE0D8,1,0,0.0,0.52,0.71,0.87,0.93,0.96,0.18,0.21,0.23,0,1,3,24,3,7,6,4.611691451498025,3.525304009958239,3.741939077729199,2.012837224705172,1.255272505103306,0.7781512503836436,2B4LSCGEM2OCE0D8.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.6541765418779604
4297,7KCRGO4RHEDI19BL,1,1,0.0,0.0,0.0,0.87,0.93,0.96,0.0,0.0,0.0,0,0,2,21,0,14,18,3.485295438726089,1.9590413923210936,3.379305517750582,1.255272505103306,1.2304489213782739,0.0,7KCRGO4RHEDI19BL.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.146128035678238
4298,8RP4B4J46QFG0A9B,1,1,0.0,0.52,0.71,0.87,0.93,0.96,0.75,0.87,0.93,0,0,1,7,5,9,6,5.882342927327566,2.383815365980431,2.7209857441537393,3.0565237240791006,1.4313637641589874,0.7781512503836436,8RP4B4J46QFG0A9B.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.2304489213782739
4299,DERAITC7ASB0PF92,0,1,0.31,0.14,0.01,0.87,0.93,0.96,0.02,0.02,0.02,0,0,9,10,0,19,6,5.272468210487953,2.3263358609287517,3.3332456989619628,2.571708831808688,1.3979400086720377,0.47712125471966244,DERAITC7ASB0PF92.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.089551882886454
4302,ISDEB0RBDORK89S5,1,1,0.48,0.34,0.62,0.87,0.93,0.96,0.18,0.15,0.19,0,0,11,28,3,17,6,4.153906285138868,2.041392685158225,3.0737183503461227,1.8129133566428555,1.3617278360175928,0.8450980400142568,ISDEB0RBDORK89S5.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.5390760987927767
4304,80B8RLSN1R5EAOA3,1,1,1.0,0.0,0.0,1.0,1.0,1.0,0.9,0.93,0.96,0,0,2,7,5,0,6,4.326581618446525,2.0681858617461617,3.327767489902729,2.9633155113861114,1.4771212547196624,0.6989700043360189,80B8RLSN1R5EAOA3.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3010299956639812
4305,H5GRSIM94RDMHRHA,0,1,0.0,0.52,0.71,0.84,0.91,1.0,0.12,0.25,0.49,0,1,4,23,3,15,6,3.8131137540078988,3.0674428427763805,3.8190171986890595,1.8325089127062364,1.505149978319906,0.6020599913279624,H5GRSIM94RDMHRHA.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.377306251068199
4306,MDGF2FPJC2GM8PRI,0,1,0.0,0.62,0.89,0.87,0.93,0.96,0.75,0.87,0.93,0,1,10,23,6,5,6,5.49503203977858,0.9542425094393249,4.458652954657967,2.3502480183341627,1.3424226808222062,0.8450980400142568,MDGF2FPJC2GM8PRI.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.29928933408768
4307,JP5KMB4OO9MSBM97,0,1,0.0,0.52,0.71,0.87,0.93,0.96,0.75,0.87,0.93,0,1,6,30,1,21,6,3.6663307443019684,3.1451964061141817,4.059563417901268,2.113943352306837,1.3424226808222062,0.3010299956639812,JP5KMB4OO9MSBM97.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.185825359612962
4310,LGP1S004R6BCR8SI,0,0,0.28,0.54,0.2,1.0,1.0,1.0,0.28,0.54,0.2,0,0,5,19,1,15,6,4.302136036988719,3.5423273827739745,4.196065593116304,2.525044807036845,1.4471580313422192,0.47712125471966244,LGP1S004R6BCR8SI.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.5766868052009957
4311,3H9NMKBC4F1G6K2K,0,0,0.87,0.07,0.12,1.0,1.0,1.0,1.0,1.0,1.0,0,1,5,11,0,11,10,4.520941821978061,3.2940250940953226,4.052501563413781,2.9304395947667,1.5563025007672873,0.7781512503836436,3H9NMKBC4F1G6K2K.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.3666097103924297
4313,S8EJ3P636P1SHTI1,1,1,0.99,0.76,0.15,0.0,0.0,0.0,0.07,0.08,0.09,0,0,6,7,0,16,6,5.083248131848247,1.414973347970818,2.8561244442423,2.8512583487190755,1.591064607026499,0.3010299956639812,S8EJ3P636P1SHTI1.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.2787536009528289
4314,99TABT02QSJ1I1QQ,1,0,0.57,0.82,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,23,0,14,6,3.721563318357481,2.9947569445876283,3.8459038388987823,1.7634279935629373,1.3617278360175928,0.6020599913279624,99TABT02QSJ1I1QQ.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.9813655090785445
4316,5PMOK273K1LKI1H3,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,11,10,1,19,6,3.8410464654093035,1.380211241711606,2.94546858513182,1.5314789170422551,1.0,0.6989700043360189,5PMOK273K1LKI1H3.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.924795995797912
4318,0ISDK11PQ7171I3A,0,1,0.3,0.25,0.65,0.21,0.43,0.7,0.09,0.27,0.11,0,1,4,24,4,17,6,5.238211756132287,2.8312296938670634,3.9333354100776514,3.074450718954591,1.3979400086720377,0.6989700043360189,0ISDK11PQ7171I3A.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.7784406835712327
4320,E02C7N1K24KABEJL,0,1,1.0,0.2,0.0,0.29,0.19,0.42,1.0,1.0,1.0,0,1,5,19,1,23,6,4.906749740462028,2.9907826918031377,4.251467875483525,3.1852587652965854,1.3010299956639813,0.47712125471966244,E02C7N1K24KABEJL.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.564784384503987
4321,0M7401REPHR6511B,0,1,0.67,0.72,0.76,0.89,0.93,0.94,0.43,0.44,0.49,0,1,11,16,0,9,6,4.227423895933663,2.806179973983887,4.292012266236346,2.4216039268698313,1.2041199826559248,0.7781512503836436,0M7401REPHR6511B.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.4565178578052627
4322,I01NPSH3A473081S,1,1,0.55,0.08,0.08,0.87,0.93,0.96,0.75,0.87,0.93,0,0,9,14,4,17,6,3.8780619812900126,1.2787536009528289,2.6434526764861874,1.7993405494535817,1.380211241711606,0.3010299956639812,I01NPSH3A473081S.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.290034611362518
4326,L9AM1TQHC6ABRNPA,1,0,0.85,0.12,0.22,0.87,0.93,0.96,0.85,0.12,0.22,0,1,5,21,3,11,6,4.726303300274611,3.0038911662369108,3.9899390132845354,2.8228216453031045,1.3617278360175928,0.6989700043360189,L9AM1TQHC6ABRNPA.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.583198773968623
4327,I8FA85E261PDHRQ9,0,1,0.94,0.07,0.2,0.96,0.96,0.96,0.95,0.97,0.96,0,1,12,15,1,13,13,4.5880026411213555,2.8208579894397,3.853515696756929,2.5854607295085006,1.5185139398778875,0.8450980400142568,I8FA85E261PDHRQ9.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.441695135640717
4328,RFOO8AM9R6O96AEN,0,0,0.11,0.58,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0,1,8,10,1,17,6,3.9136019497291574,3.3517963068970236,3.7481880270062002,2.2278867046136734,1.1760912590556813,0.47712125471966244,RFOO8AM9R6O96AEN.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.752432609261474
4330,2QE066H508SPK0I6,0,0,0.0,0.6,0.6,0.94,0.94,0.94,0.07,0.08,0.09,0,0,3,25,4,0,6,5.868136975403206,2.708420900134713,3.5486350598147514,3.1179338350396413,1.3010299956639813,0.3010299956639812,2QE066H508SPK0I6.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.0
4332,KTLL9B5Q21A0RS57,1,1,0.96,0.77,0.05,0.3,0.33,0.41,0.3,0.33,0.41,0,0,3,25,3,18,8,5.289437324306306,2.583198773968623,4.191311257590993,2.6444385894678386,1.2787536009528289,0.6989700043360189,KTLL9B5Q21A0RS57.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.950462218905598
4333,3086S4GPKCIJ2M54,0,1,0.0,0.6,0.6,0.94,0.94,0.94,0.07,0.08,0.09,0,1,5,6,3,2,6,5.8689370037688295,1.3424226808222062,4.6699673699085045,2.4871383754771865,1.568201724066995,0.7781512503836436,3086S4GPKCIJ2M54.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2.9867717342662448
